CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
918371,12000335360,2012335360,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,10/01/2012 08:07:00 PM,1XX BLOCK OF BROADWAY E,E,E1,7400.3005,-122.320863687,47.619323644,"(47.619323644, -122.320863687)",,,,
1778790,16000240693,2016240693,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/05/2016 10:28:44 PM,NE 117 ST / 20 AV NE,L,L1,700.4004,-122.30714,47.713924,"(47.713924, -122.30714)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
583981,12000030549,201230549,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/01/2012 04:36:00 AM,MARTIN LUTHER KING JR WY S / S MYRTLE ST,S,S2,11101.2005,-122.281989321,47.538887806,"(47.538887806, -122.281989321)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/01/2012 04:29:00 AM
428546,11000283082,2011283082,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/28/2011 08:45:00 AM,84XX BLOCK OF 55TH AVE S,S,S2,11800.1000,-122.266590489,47.478694929,"(47.478694929, -122.266590489)",,,,
1032378,15000073478,201573478,350,HAZARDS,HAZARDS,HAZARDS,03/05/2015 05:58:00 PM,DELRIDGE WY SW / SW JUNEAU ST,F,F1,10701.1008,-122.363012221,47.55010754,"(47.55010754, -122.363012221)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/05/2015 03:44:00 PM
908198,12000321355,2012321355,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/21/2012 11:26:00 PM,ALASKAN WY VI / S SPOKANE ST,O,O2,9300.3078,-122.339256154,47.571617832,"(47.571617832, -122.339256154)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/21/2012 09:20:00 PM
637832,11000199826,2011199826,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,06/22/2011 04:31:00 AM,86XX BLOCK OF 12TH AVE S,F,F3,11200.3009,-122.318224863,47.467179311,"(47.467179311, -122.318224863)",,,,
138325,10000427992,2010427992,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,12/12/2010 09:59:00 PM,42XX BLOCK OF UNIVERSITY WAY NE,U,U2,5301.3009,-122.313187752,47.659054985,"(47.659054985, -122.313187752)",,,,
1799584,16000276119,2016276119,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/01/2016 02:49:20 PM,S HORTON ST / 2 AV S,O,O1,9300.3033,-122.33145,47.57438,"(47.57438, -122.33145)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",08/01/2016 01:35:04 PM
954115,12000381177,2012381177,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,11/06/2012 02:58:00 PM,10XX BLOCK OF NE 50TH ST,U,U3,4400.4005,-122.316869154,47.66493251,"(47.66493251, -122.316869154)",,,,
703569,12000002839,20122839,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,01/03/2012 07:59:00 PM,N 143 ST / LINDEN AV N,N,N1,401.1000,-122.34778299,47.732312879,"(47.732312879, -122.34778299)",,,,
2001121,17000175449,2017175449,064,SHOPLIFT,THEFT,SHOPLIFTING,05/18/2017 11:40:06 PM,26XX BLOCK OF SW BARTON ST,F,F2,11402.1028,-122.36731,47.521027,"(47.521027, -122.36731)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,05/18/2017 09:05:47 PM
1606170,15000391051,2015391051,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,11/08/2015 06:37:00 PM,8XX BLOCK OF CONVENTION PL,M,M2,8200.1010,-122.331446127,47.611711459,"(47.611711459, -122.331446127)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,11/08/2015 04:20:00 PM
2184633,14000354582,2014354582,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,10/23/2014 09:59:00 AM,38XX BLOCK OF BURKE AV N,J,J3,5100.4007,-122.335090041,47.653725456,"(47.653725456, -122.335090041)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,
1683514,16000072042,201672042,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,02/29/2016 08:18:16 AM,130XX BLOCK OF LINDEN AV N,N,N2,401.1009,-122.34793,47.72504,"(47.72504, -122.34793)",TRU - THEFT,OTHER PROPERTY,THEFT,
825324,12000186429,2012186429,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/15/2012 01:00:00 AM,NE 52 ST / UNIVERSITY WY NE,U,U3,4400.4000,-122.31305305,47.666434574,"(47.666434574, -122.31305305)",,,,
1712423,16000122663,2016122663,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,04/09/2016 02:52:10 PM,19XX BLOCK OF 1 AV,M,M1,8002.1003,-122.34196,47.610683,"(47.610683, -122.34196)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,04/09/2016 02:29:20 PM
1128069,15000210250,2015210250,073,AUTO RECOVERY,AUTO RECOVERIES,AUTO THEFTS,06/22/2015 10:07:00 AM,59XX BLOCK OF 4 AV S,O,O3,10900.2067,-122.329580809,47.549255046,"(47.549255046, -122.329580809)",AUTO RECOVERY,AUTO THEFTS,AUTO RECOVERIES,06/22/2015 09:00:00 AM
1079661,15000139999,2015139999,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,04/29/2015 06:55:00 PM,34XX BLOCK OF SW HENDERSON ST,F,F2,11500.2018,-122.376024155,47.522860492,"(47.522860492, -122.376024155)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,04/29/2015 04:06:00 PM
960122,12000388865,2012388865,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,11/12/2012 11:05:00 PM,60XX BLOCK OF 35TH AVE NE,L,L3,4200.7010,-122.290243936,47.673066131,"(47.673066131, -122.290243936)",,,,
881012,12000194873,2012194873,410,ABANDONED VEHICLE,PARKING VIOLATIONS,TRAFFIC RELATED CALLS,06/21/2012 04:39:00 PM,75XX BLOCK OF 28TH AVE NE,U,U1,2500.1005,-122.297226854,47.683954696,"(47.683954696, -122.297226854)",,,,
793607,12000139359,2012139359,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/06/2012 02:39:00 PM,16XX BLOCK OF 11TH AVE,C,C2,7500.5008,-122.31816885,47.615838399,"(47.615838399, -122.31816885)",,,,
1214554,11000057424,201157424,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,02/18/2011 02:17:00 AM,SHILSHOLE AV NW / 22 AV NW,J,J2,4700.4017,-122.384751883,47.666465007,"(47.666465007, -122.384751883)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,02/17/2011 10:36:00 PM
1645562,16000006640,20166640,074,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,01/06/2016 11:29:19 PM,8 AV S / S PORTLAND ST,F,F1,11200.2023,-122.3228,47.53338,"(47.53338, -122.3228)",AUTO RECOVERY,AUTO THEFTS,AUTO RECOVERIES,
1238532,13000001135,20131135,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,01/02/2013 12:08:00 AM,3XX BLOCK OF 2ND AV ET S,K,K2,9200.2021,-122.3308075,47.60046424,"(47.60046424, -122.3308075)",,,,
18179,10000250116,2010250116,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,07/20/2010 07:06:00 PM,3XX BLOCK OF NE NORTHGATE WAY,N,N3,1200.4005,-122.324615153,47.708602801,"(47.708602801, -122.324615153)",,,,
142603,10000437169,2010437169,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,12/20/2010 02:23:00 PM,24XX BLOCK OF NW 62ND ST,B,B2,3200.2003,-122.388861956,47.673833724,"(47.673833724, -122.388861956)",,,,
2023871,17000217160,2017217160,161,TRESPASS,TRESPASS,TRESPASS,06/16/2017 06:03:30 PM,1XX BLOCK OF BROADWAY E,E,E1,7402.101,-122.32086,47.619324,"(47.619324, -122.32086)",TRESPASS,TRESPASS,TRESPASS,
549157,11000127581,2011127581,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/21/2011 10:21:00 PM,1XX BLOCK OF 23RD AVE S,G,G2,8900.6008,-122.30223583,47.6010021,"(47.6010021, -122.30223583)",,,,
2047710,14000193049,2014193049,,,,,,W NEWELL ST / 4 AV W,Q,Q2,5900.6001,-122.362226756,47.644095743,"(47.644095743, -122.362226756)","WIRES DOWN (PHONE, ELECTRICAL,ETC.)",HAZARDS,HAZARDS,06/17/2014 10:54:00 AM
1907356,16000467544,2016467544,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,12/30/2016 07:28:26 PM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
472847,11000348163,2011348163,440,MOTORIST ASSIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/25/2011 04:12:00 PM,W SEATTLE BR / EB,F,F1,9900.4014,-122.355379119,47.570950715,"(47.570950715, -122.355379119)",,,,
1485986,15000243928,2015243928,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",07/16/2015 07:22:00 PM,21XX BLOCK OF N NORTHGATE WY,N,N3,1200.5008,-122.332653348,47.708654502,"(47.708654502, -122.332653348)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",07/16/2015 05:34:00 PM
2179548,14000347588,2014347588,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/17/2014 09:19:00 AM,65XX BLOCK OF 4 AV NE,J,J1,3600.4014,-122.32529328,47.676873974,"(47.676873974, -122.32529328)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1863555,16000387243,2016387243,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,10/26/2016 06:33:46 AM,11XX BLOCK OF DEXTER AV N,D,D2,6700.1012,-122.34259,47.629055,"(47.629055, -122.34259)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,10/26/2016 05:56:29 AM
905932,12000318429,2012318429,064,SHOPLIFT,THEFT,SHOPLIFTING,09/19/2012 09:10:00 PM,26XX BLOCK OF NE UNIVERSITY VILLAGE ST,U,U2,4300.2010,-122.29850294,47.663327673,"(47.663327673, -122.29850294)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,09/19/2012 08:09:00 PM
1073599,15000132262,2015132262,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,04/23/2015 04:19:00 AM,GREENWOOD AV N / N 67 ST,J,J3,3500.1011,-122.355174005,47.677895157,"(47.677895157, -122.355174005)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
782793,12000122756,2012122756,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,04/22/2012 01:39:00 PM,5 AV S / S JACKSON ST,K,K2,9200.1006,-122.327669217,47.599193524,"(47.599193524, -122.327669217)",,,,
1769934,16000225831,2016225831,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/25/2016 09:37:01 AM,47XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.2002,-122.31309,47.663998,"(47.663998, -122.31309)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1520670,15000286223,2015286223,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",08/17/2015 02:28:00 PM,3XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4000,-122.324615155,47.7086028,"(47.7086028, -122.324615155)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",08/17/2015 12:33:00 PM
2045451,14000189764,2014189764,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,06/14/2014 03:20:00 PM,102XX BLOCK OF RAINIER AV S,S,S3,11900.1000,-122.242431481,47.511005924,"(47.511005924, -122.242431481)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1590155,15000371762,2015371762,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/23/2015 09:00:00 PM,3XX BLOCK OF W LEE ST,Q,Q2,7000.4003,-122.361156633,47.63132679,"(47.63132679, -122.361156633)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
980381,12000414360,2012414360,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,12/04/2012 07:24:00 PM,RAINIER AV S / S ORCAS ST,R,R3,10300.2006,-122.277665215,47.5511748,"(47.5511748, -122.277665215)",ACC - WITH INJURIES (INCLUDES HIT AND RUN),ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,12/04/2012 05:45:00 PM
713778,12000018144,201218144,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/19/2012 09:22:00 PM,19XX BLOCK OF FAIRVIEW AVE E,D,D2,6600.2001,-122.327553787,47.635931003,"(47.635931003, -122.327553787)",,,,
2200865,14000380836,2014380836,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/13/2014 07:06:00 PM,3XX BLOCK OF 2 AV S,K,K2,9200.2021,-122.330807499,47.600464242,"(47.600464242, -122.330807499)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1481604,15000237672,2015237672,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,07/11/2015 11:14:00 PM,34XX BLOCK OF GILMAN AV W,Q,Q1,5801.1006,-122.382547745,47.651254142,"(47.651254142, -122.382547745)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,07/11/2015 08:21:00 PM
51251,10000298349,2010298349,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/26/2010 11:01:00 AM,74XX BLOCK OF E GREEN LAKE DR N,J,J1,3600.2007,-122.328435433,47.682253786,"(47.682253786, -122.328435433)",,,,
1910046,17000003423,20173423,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,01/03/2017 10:36:44 PM,17XX BLOCK OF NE 125 ST,L,L1,700.3002,-122.30954,47.719387,"(47.719387, -122.30954)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,01/03/2017 09:44:01 PM
114088,10000390184,2010390184,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/08/2010 10:20:00 AM,3XX BLOCK OF W MCGRAW ST,Q,Q2,6800.4003,-122.360934156,47.639596972,"(47.639596972, -122.360934156)",,,,
2198969,14000378029,2014378029,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/11/2014 12:48:00 PM,35XX BLOCK OF 5 AV S,O,O2,9300.3032,-122.327518855,47.575742063,"(47.575742063, -122.327518855)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
2207210,14000390080,2014390080,,,,,,26XX BLOCK OF S JUDKINS ST,G,G2,8900.3007,-122.298776228,47.59206358,"(47.59206358, -122.298776228)",ROBBERY - IP/JO (INCLUDES STRONG ARM),ROBBERY,ROBBERY,11/21/2014 06:48:00 PM
460363,11000329946,2011329946,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,10/07/2011 09:48:00 PM,8 AV / HOWELL ST,D,D2,8200.1001,-122.334061145,47.614056086,"(47.614056086, -122.334061145)",,,,
1774807,16000234038,2016234038,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,07/01/2016 12:53:21 PM,88XX BLOCK OF RAINIER AV S,S,S2,11800.4000,-122.26998,47.52474,"(47.52474, -122.26998)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,07/01/2016 10:27:31 AM
45911,10000290279,2010290279,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/19/2010 10:17:00 PM,41XX BLOCK OF BROOKLYN AVE NE,U,U2,5301.4001,-122.314382769,47.657588411,"(47.657588411, -122.314382769)",,,,
1877682,16000412371,2016412371,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/14/2016 07:35:39 PM,MINOR AV / STEWART ST,D,D3,7300.2008,-122.33186,47.617607,"(47.617607, -122.33186)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1503539,15000265424,2015265424,161,TRESPASS,TRESPASS,TRESPASS,08/01/2015 10:29:00 PM,12 AV / E CHERRY ST,E,E2,8600.2009,-122.316781652,47.608058317,"(47.608058317, -122.316781652)",TRESPASS,TRESPASS,TRESPASS,08/01/2015 09:14:00 PM
446545,11000309570,2011309570,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/19/2011 03:56:00 PM,7XX BLOCK OF NE RAVENNA BLVD,J,J1,3600.1018,-122.310200421,47.670104055,"(47.670104055, -122.310200421)",,,,
912526,12000327522,2012327522,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/26/2012 10:28:00 AM,22XX BLOCK OF 3RD AVE,M,M2,7200.2022,-122.344143641,47.614320348,"(47.614320348, -122.344143641)",,,,
1683096,16000071421,201671421,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,02/28/2016 03:04:56 PM,BEACON AV S / S BAYVIEW ST,R,R1,9400.4013,-122.313805,47.581013,"(47.581013, -122.313805)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1771934,16000229226,2016229226,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",06/27/2016 11:39:00 PM,14XX BLOCK OF BROADWAY,E,E2,8400.1008,-122.32077,47.613518,"(47.613518, -122.32077)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
698777,11000413219,2011413219,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,12/27/2011 07:20:00 PM,12 AV / E SPRUCE ST,E,E3,8600.3000,-122.316781797,47.603512079,"(47.603512079, -122.316781797)",,,,
560918,11000146003,2011146003,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/07/2011 06:51:00 PM,17XX BLOCK OF SUMMIT AVE,E,E1,7400.4003,-122.325552282,47.617040615,"(47.617040615, -122.325552282)",,,,
969306,12000400495,2012400495,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/22/2012 09:40:00 PM,10 AV S / DEARBORN ST ON RP,O,O1,9100.1006,-122.319217855,47.595824622,"(47.595824622, -122.319217855)",,,,
977192,12000410583,2012410583,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,12/01/2012 03:42:00 PM,17XX BLOCK OF N 100TH ST,N,N3,1300.1010,-122.336121072,47.701408391,"(47.701408391, -122.336121072)",,,,
910184,12000324239,2012324239,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,09/24/2012 12:07:00 AM,E YESLER WY / 18 AV,G,G1,8700.4017,-122.308961806,47.601677925,"(47.601677925, -122.308961806)",,,,
1782869,16000247425,2016247425,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,07/10/2016 10:48:32 PM,43XX BLOCK OF WALLINGFORD AV N,B,B3,5100.2006,-122.3362,47.659733,"(47.659733, -122.3362)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,
1717153,16000133844,2016133844,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,04/18/2016 04:08:44 PM,5XX BLOCK OF COLUMBIA ST,K,K1,8500.1022,-122.32994,47.60536,"(47.60536, -122.32994)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
473586,11000348999,2011348999,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,10/26/2011 03:57:00 PM,41XX BLOCK OF BAGLEY AVE N,J,J3,5100.2012,-122.332604743,47.657331797,"(47.657331797, -122.332604743)",,,,
1304920,13000039255,201339255,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/03/2013 11:13:00 PM,10XX BLOCK OF W RUFFNER ST,Q,Q2,5900.2002,-122.37084549,47.652251868,"(47.652251868, -122.37084549)",,,,
43370,10000286692,2010286692,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/17/2010 03:20:00 AM,6XX BLOCK OF W OLYMPIC PL,Q,Q3,6900.3017,-122.366864638,47.627974871,"(47.627974871, -122.366864638)",,,,
934135,12000355836,2012355836,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",10/17/2012 12:28:00 PM,7XX BLOCK OF VIRGINIA ST,M,M2,7300.3028,-122.337024731,47.615388977,"(47.615388977, -122.337024731)",,,,
46058,10000290446,2010290446,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,08/20/2010 02:12:00 AM,13XX BLOCK OF N 125TH ST,N,N1,600.3010,-122.340903626,47.719571501,"(47.719571501, -122.340903626)",,,,
680699,11000386669,2011386669,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/01/2011 08:51:00 AM,6XX BLOCK OF VIRGINIA ST,M,M2,7200.1060,-122.338029457,47.614611634,"(47.614611634, -122.338029457)",,,,
58814,10000308867,2010308867,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,09/03/2010 05:00:00 PM,28XX BLOCK OF E ROY ST,C,C3,6400.3011,-122.296025135,47.625145614,"(47.625145614, -122.296025135)",,,,
685033,11000393351,2011393351,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/07/2011 12:50:00 PM,37XX BLOCK OF SW AUSTIN ST,W,W3,11500.6006,-122.38062596,47.53494661,"(47.53494661, -122.38062596)",,,,
1812130,16000298321,2016298321,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/17/2016 10:54:33 PM,4XX BLOCK OF BOYLSTON AV E,E,E1,7401.4000,-122.32307,47.622566,"(47.622566, -122.32307)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1907055,16000466982,2016466982,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,12/30/2016 11:28:31 AM,5 AV S / S KING ST,K,K3,9100.2003,-122.327675,47.598354,"(47.598354, -122.327675)",DETOX - PICKUP (FIRE / POLICE STANDING BY),LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
2097250,14000213103,2014213103,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,07/02/2014 01:14:00 PM,47XX BLOCK OF BEACH DR SW,W,W2,10600.5001,-122.403603256,47.560639346,"(47.560639346, -122.403603256)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALARMS,SUSPICIOUS CIRCUMSTANCES,
1633905,15000438881,2015438881,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",12/19/2015 11:53:00 AM,3XX BLOCK OF PINE ST,M,M2,8100.2002,-122.33815,47.610973,"(47.610973, -122.33815)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/19/2015 11:00:22 AM
1070465,15000127959,2015127959,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,04/19/2015 03:43:00 PM,13XX BLOCK OF N 45 ST,B,B3,5000.3014,-122.341403909,47.661385443,"(47.661385443, -122.341403909)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALARMS,SUSPICIOUS CIRCUMSTANCES,
2204085,14000385562,2014385562,161,TRESPASS,TRESPASS,TRESPASS,11/17/2014 10:33:00 PM,20XX BLOCK OF 2 AV,M,M2,8002.1001,-122.3424026,47.612117499,"(47.612117499, -122.3424026)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
